,Unnamed: 0,full_text,is_retweet,place_cord,place_name,result_type,retweet_count,screen_name,tweet_created,tweet_id,user_id,sentimental_score,sentiment_status,subjectivity,latitude,longitude
827,827,You are the poster child for insecurity You,0,"[-87.634643, 24.396308]",Florida,recent,0,SarvisRobin,Mon Feb 19 09:17:37 +0000 2018,9.66e+17,4822994543.0,0.0,neu,0.0,27.6648,81.5158
829,829,What happened to your witch hunt theory MUELLER AINT GOING AWAY MAGA,0,"[-91.51308, 36.970298]",Illinois,recent,0,BillSession1,Mon Feb 19 09:17:04 +0000 2018,9.66e+17,8.38e+17,0.0,neu,0.0,40.6331,89.3985
831,831,So where are the sanctions Mr hypocrite,0,"[-109.060257, 36.992427]",Colorado,recent,0,Reallydum,Mon Feb 19 09:16:54 +0000 2018,9.66e+17,49842082.0,0.0,neu,0.0,39.5501,105.7821
834,834,Today is PresidentsDay2018 Here is to wishing America had one Because surely doesn t represent the USA He s an agent of Russia and a disciple of the NRA President Obama wherever you are we miss you dearly Sincerely an American citizen,0,"[-85.605166, 30.355644]",Georgia,recent,0,hustonmckinney,Mon Feb 19 09:15:51 +0000 2018,9.66e+17,330715293.0,0.25,pos,0.444444444444,32.1656,82.9001
836,836,Rick Gates just flipped on Manafort Manafort getting ready to flip on trump Maga,0,"[-91.51308, 36.970298]",Illinois,recent,0,BillSession1,Mon Feb 19 09:15:30 +0000 2018,9.66e+17,8.38e+17,0.2,pos,0.5,40.6331,89.3985
838,838,Please consider making gun laws more strict Those who are truly able to handle owning a gun will still be able to own one,0,"[-84.3219475, 33.752879]",North Carolina,recent,0,Stephienic,Mon Feb 19 09:14:06 +0000 2018,9.66e+17,23314528.0,0.5,very pos,0.625,35.7596,79.0193
840,840,because the Russians and us ARE laughing at you what don t you get besides pay for play solicited non consensual sex https t co jamefjv9MB,0,"[-74.255641, 40.495865]",New York,recent,0,GypsyRN212,Mon Feb 19 09:13:27 +0000 2018,9.66e+17,32702256.0,0.0,neu,0.0,40.7128,74.006
841,841,MUELLER AINT GOING AWAY MAGA,0,"[-91.51308, 36.970298]",Illinois,recent,0,BillSession1,Mon Feb 19 09:13:18 +0000 2018,9.66e+17,8.38e+17,0.0,neu,0.0,40.6331,89.3985
843,843,Adding Old Crazy moron yelling at the tv again,0,"[-74.255641, 40.495865]",New York,recent,0,ironstowe,Mon Feb 19 09:13:11 +0000 2018,9.66e+17,283058076.0,-0.433333333333,neg,0.7,40.7128,74.006
845,845,Dumb fat ass Trump just retweeted a Russian bot again aiding and abetting a foreign government,0,"[-109.060257, 36.992427]",Colorado,recent,0,Reallydum,Mon Feb 19 09:13:06 +0000 2018,9.66e+17,49842082.0,-0.166666666667,neg,0.208333333333,39.5501,105.7821
848,848,pswan53 You mean Oprah didn t get Daddy money and then claim bankruptcy 4 times You say she is self made Trump is a jealous little boy always attacking somebody to feel better about himself It s really pathetic,0,"[-75.7887564, 38.4510398]",Delaware,recent,0,patrice_noonan,Mon Feb 19 09:12:23 +0000 2018,9.66e+17,8.55e+17,-0.25,neg,0.671875,38.9108,75.5277
861,861,What changed you from a Democrat to a Republican Had to be just the idea of a black or female president Unless you started tuning into talk radio and FOX news That brain washing could flip a person of lesser intelligence or just a big ego https t co jy2DJwfoyp,0,"[-109.060257, 36.992427]",Colorado,recent,0,Reallydum,Mon Feb 19 09:08:04 +0000 2018,9.66e+17,49842082.0,-0.0416666666667,neg,0.3,39.5501,105.7821
869,869,The fact that u r up at 3am tweeting amp watching a bio on on PRESIDENTS DAY speaks volumes of your insecurities fear of strong women u have baby hands amp hair plugs that didn t take amp you cheated on your wive S wish we had a real president MakeAmericaVoteAgain,0,"[-74.255641, 40.495865]",New York,recent,0,GypsyRN212,Mon Feb 19 09:06:01 +0000 2018,9.66e+17,32702256.0,0.316666666667,pos,0.516666666667,40.7128,74.006
877,877,allday My grandchildren could solve a Rubick cube when they were 7 yrs old And your point is,0,"[-75.7887564, 38.4510398]",Delaware,recent,0,patrice_noonan,Mon Feb 19 09:04:10 +0000 2018,9.66e+17,8.55e+17,0.1,pos,0.2,38.9108,75.5277
884,884,obama is the 1 buyin bots,0,"[-124.482003, 32.528832]",California,recent,0,jeff11069676,Mon Feb 19 09:02:19 +0000 2018,9.66e+17,9.45e+17,0.0,neu,0.0,36.7783,119.4179
886,886,allday Doesn t matter whether he gets impeached Majority of Americans know Trump cheated and is an illegitimate president now,0,"[-75.7887564, 38.4510398]",Delaware,recent,0,patrice_noonan,Mon Feb 19 09:02:11 +0000 2018,9.66e+17,8.55e+17,0.0,neu,0.0,38.9108,75.5277
899,899,didn t attend any of the parkland shooting victims funerals because his very presence is disruptive to the human condition but he attended a disco party at Mar a Lago amp Tweeted about Oprah,0,"[-71.084335, 42.917127]",Maine,recent,0,julianawriter,Mon Feb 19 09:00:14 +0000 2018,9.66e+17,238962219.0,0.0,neu,0.1,45.2535,69.4455
901,901,Seems the only answer is to get Sessions to get this woman arrested and charged We are weary and Hillary knows she s been protected by DOJ Drain swamp President Trump https t co tos1lBJp7Q,0,"[-124.482003, 32.528832]",California,recent,0,terracotta05,Mon Feb 19 09:00:08 +0000 2018,9.66e+17,1285069740.0,0.0,neu,0.0,36.7783,119.4179
902,902,What is the matter with you Afraid of Oprah now too Do you realize what joke you are You are a jealous little baby everyday of your life Nobody likes anyone who has to tear others down to feel better about themselves America is rightfully laughing at you,0,"[-75.7887564, 38.4510398]",Delaware,recent,0,patrice_noonan,Mon Feb 19 09:00:06 +0000 2018,9.66e+17,8.55e+17,-0.121875,neg,0.625,38.9108,75.5277
916,916,Past your bedtime Old Man,0,"[-91.655009, 30.146096]",Mississippi,recent,0,shar76,Mon Feb 19 08:56:28 +0000 2018,9.66e+17,15983306.0,-0.075,neg,0.225,32.3547,89.3985
933,933,Shut up amp crawl back under your rock maybe you d open your eyes to your boys lies hypocrisy misogyny amp racist life trumpzombie,0,"[-74.255641, 40.495865]",New York,recent,0,GypsyRN212,Mon Feb 19 08:52:32 +0000 2018,9.66e+17,32702256.0,0.0,neu,0.25,40.7128,74.006
934,934,Stfu bitch amp worry about these kids getting knocked off outchea https t co PIrbykNn6W,0,"[-83.353955, 32.04683]",South Carolina,recent,0,KRTHAJUUG,Mon Feb 19 08:52:25 +0000 2018,9.66e+17,8.66e+17,0.0,neu,0.0,33.8361,81.1637
935,935,is crazy I suspect he was livid at the lukewarm RexTillerson interview so he projected his anger at Oprah,0,"[-71.084335, 42.917127]",Maine,recent,0,julianawriter,Mon Feb 19 08:52:23 +0000 2018,9.66e+17,238962219.0,-0.65,very neg,0.55,45.2535,69.4455
944,944,I feel proactive It was a difficult decision for me to stay friends with a person that voted for because she had no cause not to vote for you She now realizes what a buffoon you really are and is ashamed I further informed her on your behalf theresistance,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,Impeach_DJT_NOW,Mon Feb 19 08:50:22 +0000 2018,9.66e+17,849195182.0,-0.15,neg,0.6,41.2033,77.1945
948,948,Make America a loser,0,"[-124.703541, 41.991795]",Oregon,recent,0,CamilleHarper11,Mon Feb 19 08:49:41 +0000 2018,9.66e+17,9.27e+17,0.0,neu,0.0,43.8041,120.5542
949,949,I doubt this is even right or you ve had a lot of liberals voting,0,"[-88.473228, 30.144425]",Alabama,recent,0,Dav4Davis,Mon Feb 19 08:49:36 +0000 2018,9.66e+17,8.21e+17,0.285714285714,pos,0.535714285714,32.3182,86.9023
954,954,actually watched Oprah expose those idiot Trumpzis The Trump cult followers were defensive on every issue that was discussed,0,"[-71.084335, 42.917127]",Maine,recent,0,julianawriter,Mon Feb 19 08:48:57 +0000 2018,9.66e+17,238962219.0,-0.4,neg,0.45,45.2535,69.4455
961,961,Did you know Oprah is going to buy Fox News The days of favorable coverage of you are almost over Yay,0,"[-89.57151, 36.497129]",Kentucky,recent,0,citcatBBNfan,Mon Feb 19 08:47:21 +0000 2018,9.66e+17,3406274495.0,0.0,neu,0.0,37.8393,84.27
963,963,I m so tired of getting attacked with lies amp b s I m tired of blocking trolls I was just basically told I don t know where I live by someone who claims to be part of the resistance They re trying to break the resistance I ll be marching on March 14,0,"[-124.703541, 41.991795]",Oregon,recent,0,CamilleHarper11,Mon Feb 19 08:46:49 +0000 2018,9.66e+17,9.27e+17,-0.221212121212,neg,0.633333333333,43.8041,120.5542
965,965,Falco She s on 60 minutes I guess with all her money she must need more I watched one story then I deleted it before hers,0,"[-88.473228, 30.144425]",Alabama,recent,0,Dav4Davis,Mon Feb 19 08:46:27 +0000 2018,9.66e+17,8.21e+17,0.0,neu,0.0,32.3182,86.9023
974,974,RexTillerson interview showed me a man trying to protect the world from the moron,0,"[-71.084335, 42.917127]",Maine,recent,0,julianawriter,Mon Feb 19 08:43:59 +0000 2018,9.66e+17,238962219.0,-0.8,very neg,1.0,45.2535,69.4455
978,978,And you are wrong I don t have a right to own and carry a gun You have no right to stop me,0,"[-71.084335, 42.917127]",Maine,recent,0,FSchwierzke,Mon Feb 19 08:43:10 +0000 2018,9.66e+17,9.18e+17,0.0238095238095,pos,0.657142857143,45.2535,69.4455
982,982,WTF Cares That s not how elections are won Stupid Hillary should have chosen more wisely the states she campaigned in,0,"[-90.310298, 34.982924]",Tennessee,recent,0,BWake2008,Mon Feb 19 08:42:52 +0000 2018,9.66e+17,59678556.0,-0.2,neg,0.966666666667,35.5175,86.5804
983,983,Dummy That wasn t insecure it was respectful Something you don t know a Damn Thing About Dotard,0,"[-84.3219475, 33.752879]",North Carolina,recent,0,NOPPS1,Mon Feb 19 08:42:46 +0000 2018,9.66e+17,91466564.0,0.0,neu,0.7875,35.7596,79.0193
988,988,Not selfish to want to be able to protect your family Gun free zones don t work The Assistant football coach in Florida had conceal carry permit and if allowed to exercise his right he and more others may be alive today Instead he had only his chest to shield students,0,"[-71.084335, 42.917127]",Maine,recent,0,FSchwierzke,Mon Feb 19 08:42:02 +0000 2018,9.66e+17,9.18e+17,0.157142857143,pos,0.672142857143,45.2535,69.4455
1003,1003,galloway74 Where s Trumps transcripts What s withb trumpers always dragging H amp O into the discussion They re old news keep you eye on the Shit Show in the WH,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,hobieflyer,Mon Feb 19 08:39:45 +0000 2018,9.66e+17,16084840.0,-0.05,neg,0.5,41.2033,77.1945
1007,1007,vs The World Last Week Tonight with JohnOliver HBO https t co 8ApDvOcQto via,0,"[-84.8203089, 38.403186]",Ohio,recent,0,SidneyTucker666,Mon Feb 19 08:38:25 +0000 2018,9.66e+17,4449992793.0,0.0,neu,0.0666666666667,40.4173,82.9071
1008,1008,Fool,0,"[-90.310298, 34.982924]",Tennessee,recent,0,BWake2008,Mon Feb 19 08:38:15 +0000 2018,9.66e+17,59678556.0,0.0,neu,0.0,35.5175,86.5804
1014,1014,Quit embarrassing yourself,0,"[-106.645646, 25.837092]",Texas,recent,0,Phrog1988,Mon Feb 19 08:37:46 +0000 2018,9.66e+17,515683927.0,0.0,neu,0.0,31.9686,99.9018
1031,1031,Insecure little man,0,"[-83.353955, 32.04683]",South Carolina,recent,0,NiceDrewishFela,Mon Feb 19 08:34:29 +0000 2018,9.66e+17,58997367.0,-0.34375,neg,0.6875,33.8361,81.1637
1034,1034,President just said asses in a public statement Rip https t co 0nqNl5KHea,0,"[-114.818269, 31.3322463]",Arizona,recent,0,mitchisfamous,Mon Feb 19 08:34:19 +0000 2018,9.66e+17,891463382.0,0.0,neu,0.0666666666667,34.0489,111.0937
1040,1040,vet If these officers link up with other departments across the nation they can have a sharing of resources that might make a difference American try and American know how The worst thing is the libs will say their marches were responsible for motivating the country,0,"[-106.645646, 25.837092]",Texas,recent,1,the_real_LAFord,Mon Feb 19 08:31:57 +0000 2018,9.66e+17,9.27e+17,-0.2,neg,0.3875,31.9686,99.9018
1043,1043,Keep the momentum going We must see the economy grow we must enhance the quality of life for hard working America https t co oTxmsd8m01,0,"[-124.482003, 32.528832]",California,recent,0,terracotta05,Mon Feb 19 08:31:30 +0000 2018,9.66e+17,1285069740.0,-0.291666666667,neg,0.541666666667,36.7783,119.4179
1047,1047,LoveOverBias We Are Freedom To Say What We Want When We Want Like Or We Liberty Freedom PursuitofHappiness MakeAmericaGreatAgain,0,"[-87.634643, 24.396308]",Florida,recent,0,CDGator3,Mon Feb 19 08:30:32 +0000 2018,9.66e+17,404497199.0,0.0,neu,0.0,27.6648,81.5158
1055,1055,Miss seeing you on Fox God Bless you and your wife Be well Fox please bring Eric Bolling back Thank you https t co k0RVOvZeJa,0,"[-124.482003, 32.528832]",California,recent,0,terracotta05,Mon Feb 19 08:28:29 +0000 2018,9.66e+17,1285069740.0,0.0,neu,0.0,36.7783,119.4179
1059,1059,Your legacy will be summed up with a simple emoji Oprah represents everything you pretend to be She didn t send for you Now pretend to be intelligent for a change and stay off Twitter SMDH TeamMueller,0,"[-85.605166, 30.355644]",Georgia,recent,0,bbygrl247,Mon Feb 19 08:27:27 +0000 2018,9.66e+17,24732781.0,0.4,pos,0.628571428571,32.1656,82.9001
1060,1060,That s what I like about Trump Always has something nice to say,0,"[-109.060257, 36.992427]",Colorado,recent,0,Barbarita101950,Mon Feb 19 08:27:03 +0000 2018,9.66e+17,3962589792.0,0.6,very pos,1.0,39.5501,105.7821
1066,1066,vet It doesn t seem like a far fetched notion to me That along with an FBI that tried to help They ve dropped the ball on 7 mass shootings by their own admission In an effort to be proactive our local police have set up online officers to monitor social media A start,0,"[-106.645646, 25.837092]",Texas,recent,2,the_real_LAFord,Mon Feb 19 08:25:51 +0000 2018,9.66e+17,9.27e+17,0.0444444444444,pos,0.355555555556,31.9686,99.9018
1077,1077,explains how Trump gets us accept his unacceptable behavior Lights came on when I read his tweet about it look for it,0,"[-124.848975, 45.543542]",Washington,recent,0,ELizabethMShay,Mon Feb 19 08:23:30 +0000 2018,9.66e+17,2418116077.0,0.0,neu,0.0,38.9072,77.0369
1080,1080,Are you a complete ass or just a fool,0,"[-124.703541, 41.991795]",Oregon,recent,0,CamilleHarper11,Mon Feb 19 08:23:14 +0000 2018,9.66e+17,9.27e+17,0.1,pos,0.4,43.8041,120.5542
1085,1085,Oprah is insecure Now that s the first genuinely funny thing you have ever said She is far more intelligent interesting talented and oh yes wealthy than you will ever or could ever be https t co 3ZO3cGJBZ9,0,"[-83.67529, 36.540739]",Virginia,recent,30,FroggyBottomPnd,Mon Feb 19 08:21:55 +0000 2018,9.66e+17,29918146.0,0.325,pos,0.813541666667,37.4316,78.6569
1093,1093,Trump is the worst,0,"[-79.76259, 40.477383]",New York,recent,0,wardlamb,Mon Feb 19 08:21:06 +0000 2018,9.66e+17,79324673.0,-1.0,very neg,1.0,40.7128,74.006
1098,1098,allday But Putin saved the day for this lummox,0,"[-79.76259, 40.477383]",New York,recent,0,wardlamb,Mon Feb 19 08:19:42 +0000 2018,9.66e+17,79324673.0,0.0,neu,0.0,40.7128,74.006
1109,1109,Oh the great divider who didn t really win Sir Putin Trump,0,"[-79.76259, 40.477383]",New York,recent,0,wardlamb,Mon Feb 19 08:18:32 +0000 2018,9.66e+17,79324673.0,0.8,very pos,0.575,40.7128,74.006
1114,1114,I certainly hope that your yes men around you step back and a proper psychiatrist attempts to treat you for your NPD and other numerous mental heath issues Thank you for showing the world what to watch for and how important mental health is for everyone,0,"[-114.818269, 31.3322463]",Arizona,recent,0,net2catchwater,Mon Feb 19 08:17:10 +0000 2018,9.66e+17,38517019.0,0.0591836734694,pos,0.367346938776,34.0489,111.0937
1130,1130,Oprah insecure Pot calling kettle black,0,"[-79.76259, 40.477383]",New York,recent,0,wardlamb,Mon Feb 19 08:13:03 +0000 2018,9.65e+17,79324673.0,-0.333333333333,neg,0.654166666667,40.7128,74.006
1135,1135,You are definitely going out of your mind over Your Many serious https t co mkNp3XyCCY can t stand the fact that so many people know who you really are Melania ha ha Ha can t love you you re an adulterer,0,"[-79.76259, 40.477383]",New York,recent,0,wardlamb,Mon Feb 19 08:12:17 +0000 2018,9.65e+17,79324673.0,0.227777777778,pos,0.494444444444,40.7128,74.006
1143,1143,Just so clarify she announced this past week that she will not be running in 2020,0,"[-124.482003, 32.528832]",California,recent,0,manvsporg,Mon Feb 19 08:11:09 +0000 2018,9.65e+17,9.61e+17,-0.25,neg,0.25,36.7783,119.4179
1170,1170,An enemy of my enemy is my ally I support Position 1 and i support some of his agenda 2 I see that he has some character flaws but i see that i do as well show me perfect politician that has no blood on their hands and has an immaculate moral legacy,0,"[-124.703541, 41.991795]",Oregon,recent,0,Clintmj,Mon Feb 19 08:05:39 +0000 2018,9.65e+17,369583526.0,0.5,very pos,0.625,43.8041,120.5542
1176,1176,Get back to the basics of school shootings,0,"[-84.3219475, 33.752879]",North Carolina,recent,0,AlexisRaeana,Mon Feb 19 08:04:50 +0000 2018,9.65e+17,379830387.0,0.0,neu,0.0,35.7596,79.0193
1190,1190,You are so so so true,0,"[-124.703541, 41.991795]",Oregon,recent,0,lvgheart33,Mon Feb 19 08:01:00 +0000 2018,9.65e+17,1329111727.0,0.35,pos,0.65,43.8041,120.5542
1207,1207,Whoever voted he s horrible needs to get their head examined they are morons,0,"[-88.473228, 30.144425]",Alabama,recent,0,Dav4Davis,Mon Feb 19 07:56:59 +0000 2018,9.65e+17,8.21e+17,-0.9,very neg,1.0,32.3182,86.9023
1211,1211,OMG we ve tried to say so many terrible things about Trump I can t believe we just can t get rid of him but it will work eventually Stay strong tomorrow we are going to accuse him of sleeping with a stripper That disgusting man will go we have to be strong,0,"[-124.482003, 32.528832]",California,recent,0,spiritedfamily3,Mon Feb 19 07:56:23 +0000 2018,9.65e+17,119965754.0,-0.126666666667,neg,0.793333333333,36.7783,119.4179
1223,1223,No kidding it s not just they get them off the streets these criminals rob pawn stores rob trucks ships now you can make them,0,"[-88.473228, 30.144425]",Alabama,recent,0,Dav4Davis,Mon Feb 19 07:54:35 +0000 2018,9.65e+17,8.21e+17,0.0,neu,0.0,32.3182,86.9023
1234,1234,Seriously I am concerned about our bully 45 https t co icEOsbgp7g,0,"[-106.645646, 25.837092]",Texas,recent,0,JEClarkRealtor,Mon Feb 19 07:53:05 +0000 2018,9.65e+17,72090884.0,-0.333333333333,neg,0.666666666667,31.9686,99.9018
1235,1235,We feel the same way about you,0,"[-124.482003, 32.528832]",California,recent,0,spiritedfamily3,Mon Feb 19 07:52:47 +0000 2018,9.65e+17,119965754.0,0.0,neu,0.0,36.7783,119.4179
1241,1241,I hope he gets his with HRC JAIL,0,"[-88.473228, 30.144425]",Alabama,recent,0,Dav4Davis,Mon Feb 19 07:52:11 +0000 2018,9.65e+17,8.21e+17,-0.1,neg,0.0,32.3182,86.9023
1244,1244,Russia has meddled in every single election since the late 1970s It s what they do it s not new Will have to go back and then indite on all of the accounts And did you know we probably metal in their politics a little Should we be prosecuted,0,"[-124.482003, 32.528832]",California,recent,0,spiritedfamily3,Mon Feb 19 07:50:54 +0000 2018,9.65e+17,119965754.0,-0.084512987013,neg,0.353766233766,36.7783,119.4179
1254,1254,You should be preparing for your defense not the election in 2020 People in jail can t run for President in our country https t co 2UyTL4m0lw,0,"[-91.51308, 36.970298]",Illinois,recent,0,MikailiR,Mon Feb 19 07:49:21 +0000 2018,9.65e+17,2434947955.0,-0.1,neg,0.0,40.6331,89.3985
1265,1265,Amen to that President Trump is a great man amp He s OUR PRESIDENT AmericaFirst MakeAmericaGreatAgain Trump2020 Republican2018Wave MakeAmericaGreatAgain AmericaFirst LovePresidentTrump DrainTheSwamp StopTheWitchHunt,0,"[-179.231086, 51.175093]",Alaska,recent,0,ro50916016,Mon Feb 19 07:47:13 +0000 2018,9.65e+17,4809885072.0,0.8,very pos,0.75,64.2008,149.4937
1267,1267,thank you friend what should i do now,0,"[-124.703541, 41.991795]",Oregon,recent,0,Clintmj,Mon Feb 19 07:46:48 +0000 2018,9.65e+17,369583526.0,0.0,neu,0.0,43.8041,120.5542
1268,1268,He made fun of woman the handicapped He was married 3 times adulterous on all 3 bankrupt 3 times and somehow more money just popped up and supposedly broke He isn t a good man,0,"[-88.097892, 37.771743]",Indiana,recent,0,fiestylisa46,Mon Feb 19 07:46:42 +0000 2018,9.65e+17,349985648.0,0.416666666667,pos,0.35,40.2672,86.1349
1281,1281,First time I ever voted was for Reagan I have voted for the eldest Bush And I didn t like Clinton But to vote for a man like Trump who did not serve his country even in senate or congress or military and treats people evil and hateful and not to treat all Americans the same,0,"[-88.097892, 37.771743]",Indiana,recent,0,fiestylisa46,Mon Feb 19 07:44:56 +0000 2018,9.65e+17,349985648.0,-0.283333333333,neg,0.477777777778,40.2672,86.1349
1298,1298,berger You guys have enough to worry about in Trudeau Why are you so entrenched in our politics,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,CMRiverCo,Mon Feb 19 07:41:49 +0000 2018,9.65e+17,8.28e+17,0.0,neu,0.5,41.2033,77.1945
1303,1303,When I look at his profile in that photo I think to myself Now there is a man content to go without,0,"[-92.889433, 42.491921]",Wisconsin,recent,0,MrMattMelis,Mon Feb 19 07:40:26 +0000 2018,9.65e+17,2707120441.0,0.0,neu,0.0,43.7844,88.7879
1304,1304,berger I m pretty sure I used that term 20 years ago Most Americans always knew that most news was fake,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,CMRiverCo,Mon Feb 19 07:39:54 +0000 2018,9.65e+17,8.28e+17,0.0833333333333,pos,0.962962962963,41.2033,77.1945
1310,1310,Your credibility sinks hourly,0,"[-83.67529, 36.540739]",Virginia,recent,0,jatoms_adams,Mon Feb 19 07:38:42 +0000 2018,9.65e+17,9.15e+17,-0.1,neg,0.0,37.4316,78.6569
1313,1313,berger He is not perfect I never said he was Nobody is and if everyone s lives were documented I am sure nobody would be happy,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,CMRiverCo,Mon Feb 19 07:38:33 +0000 2018,9.65e+17,8.28e+17,0.766666666667,very pos,0.962962962963,41.2033,77.1945
1316,1316,I vote you should take over the twitter handle of Love your tweets and your response tweets the more,0,"[-91.51308, 36.970298]",Illinois,recent,0,JAnthonySpeaks,Mon Feb 19 07:38:04 +0000 2018,9.65e+17,1705410434.0,0.5,very pos,0.6,40.6331,89.3985
1320,1320,Seriously C mon Fess up Chuck Is our Senate Minority Leader really THIS ignorant Or are you just secretly on the payroll of CNN to feed them Fake News BS This crap Story has been debunked For God s sake the ACLU supported the H J Res 40 that Trump signed,0,"[-83.67529, 36.540739]",Virginia,recent,0,jatoms_adams,Mon Feb 19 07:37:31 +0000 2018,9.65e+17,9.15e+17,-0.366666666667,neg,0.673333333333,37.4316,78.6569
1326,1326,stfu,0,"[-102.051769, 36.9931101]",Kansas,recent,0,mardiroro16,Mon Feb 19 07:36:31 +0000 2018,9.65e+17,2324525623.0,0.0,neu,0.0,39.0119,98.4842
1332,1332,berger Can fine people have bad ideas,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,CMRiverCo,Mon Feb 19 07:36:09 +0000 2018,9.65e+17,8.28e+17,-0.141666666667,neg,0.583333333333,41.2033,77.1945
1334,1334,i hope you evaporate,0,"[-77.119401, 38.801826]",Washington,recent,0,chloedeee,Mon Feb 19 07:36:00 +0000 2018,9.65e+17,280743018.0,0.0,neu,0.0,38.9072,77.0369
1342,1342,Maybe he s saving Hilary and Barack Housen We already know they colluded with the Russians more than anyone else there the traders go get them,0,"[-124.482003, 32.528832]",California,recent,0,spiritedfamily3,Mon Feb 19 07:34:23 +0000 2018,9.65e+17,119965754.0,0.0,neu,0.0,36.7783,119.4179
1354,1354,That also said it was Trump colluded but it was Hilary it was just thoughts ideas and theories on both sides they re not facts So what I have lots of theories I do not think of them as a fact for others to attack me about,0,"[-124.482003, 32.528832]",California,recent,0,spiritedfamily3,Mon Feb 19 07:33:00 +0000 2018,9.65e+17,119965754.0,0.0,neu,0.0,36.7783,119.4179
1355,1355,can someone explain to me how is keeping America safe because I am an African American woman and I do not feel safe not even a little https t co cbNc1mCzU6,0,"[-84.8203089, 38.403186]",Ohio,recent,0,NubianQnTruth,Mon Feb 19 07:32:54 +0000 2018,9.65e+17,3291374887.0,0.1625,pos,0.3,40.4173,82.9071
1358,1358,Who cares she voted for a racist says a lot about her,0,"[-79.487651, 37.886607]",Maryland,recent,0,SlimJim2123,Mon Feb 19 07:31:59 +0000 2018,9.65e+17,3389604502.0,0.0,neu,0.0,39.0458,76.6413
1364,1364,ARREST THIS EVIL DEM N ARIZONA HE IS A DANGER TO THIS GREAT USA,0,"[-90.310298, 34.982924]",Tennessee,recent,1,edwinajune,Mon Feb 19 07:31:14 +0000 2018,9.65e+17,22059613.0,-0.0833333333333,neg,0.583333333333,35.5175,86.5804
1372,1372,Absolutely,0,"[-88.473228, 30.144425]",Alabama,recent,0,PerrinJule,Mon Feb 19 07:30:38 +0000 2018,9.65e+17,8.89e+17,0.2,pos,0.9,32.3182,86.9023
1374,1374,AND yet another repeat of a debunked story Worm squared,0,"[-83.67529, 36.540739]",Virginia,recent,0,jatoms_adams,Mon Feb 19 07:30:13 +0000 2018,9.65e+17,9.15e+17,0.0,neu,0.0,37.4316,78.6569
1376,1376,He couldn t golf all weekend to pretend he cared about 17 dead Americans so he is angry at the mean people telling him what to do,0,"[-83.67529, 36.540739]",Virginia,recent,0,FPWellman,Mon Feb 19 07:29:52 +0000 2018,9.65e+17,42518865.0,-0.3375,neg,0.695833333333,37.4316,78.6569
1379,1379,Trump is much higher in the polls just like they had Hillary winning the election Well we see how that turned out,0,"[-94.043628, 28.855128]",Louisiana,recent,0,jerry_cutrer,Mon Feb 19 07:29:26 +0000 2018,9.65e+17,9.55e+17,0.375,pos,0.625,30.9843,91.9623
1380,1380,Don t get too excited there sparky You ll be watching the show in an orange jumpsuit,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,GaillevittGail,Mon Feb 19 07:29:19 +0000 2018,9.65e+17,7.82e+17,0.375,pos,0.75,41.2033,77.1945
1381,1381,Perhaps So,0,"[-88.473228, 30.144425]",Alabama,recent,0,PerrinJule,Mon Feb 19 07:28:53 +0000 2018,9.65e+17,8.89e+17,0.0,neu,0.0,32.3182,86.9023
1391,1391,Amen,0,"[-88.473228, 30.144425]",Alabama,recent,0,PerrinJule,Mon Feb 19 07:28:08 +0000 2018,9.65e+17,8.89e+17,0.0,neu,0.0,32.3182,86.9023
1396,1396,2016 edwardmondini Paddock certainly had the rage of the Antifa Democrats amp he was clearly insane amp a man on a mission to murder as many innocent people as humanly possible I m just glad that he s dead amp in Hell now,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,WaydeDe,Mon Feb 19 07:27:27 +0000 2018,9.65e+17,48533154.0,0.0734693877551,pos,0.738775510204,41.2033,77.1945
1402,1402,Damn Chuck Still trolling this BS Many days after it s been debunked You re a worm,0,"[-83.67529, 36.540739]",Virginia,recent,0,jatoms_adams,Mon Feb 19 07:26:41 +0000 2018,9.65e+17,9.15e+17,0.5,very pos,0.5,37.4316,78.6569
1403,1403,You have no real friends asshole,0,"[-124.848975, 45.543542]",Washington,recent,0,wyattmatters,Mon Feb 19 07:26:38 +0000 2018,9.65e+17,353426101.0,0.2,pos,0.3,38.9072,77.0369
1415,1415,You know in some quarters that thumbs up hand signal is so fond of actually is an insult as in up yours https t co XMDX04WHa1,0,"[-124.703541, 41.991795]",Oregon,recent,0,cobonics,Mon Feb 19 07:23:51 +0000 2018,9.65e+17,9.04e+17,0.0,neu,0.1,43.8041,120.5542
1416,1416,President Donald Trump takes on Oprah https t co OYgjVzACLs,0,"[-106.645646, 25.837092]",Texas,recent,0,AmandaOnFOX7,Mon Feb 19 07:23:50 +0000 2018,9.65e+17,19099373.0,0.0,neu,0.0,31.9686,99.9018
