,Unnamed: 0,full_text,is_retweet,place_cord,place_name,result_type,retweet_count,screen_name,tweet_created,tweet_id,user_id,sentimental_score,sentiment_status,subjectivity,latitude,longitude
851,851,BABY,0,"[-73.117153, 41.171997]",Milford,recent,0,MollieGross15,Mon Feb 19 09:12:04 +0000 2018,9.66e+17,8.78e+17,0.0,neu,0.0,41.5910641,-93.6037149
852,852,Fat boy you are a disgrace as a leader,0,"[-73.117153, 41.171997]",Milford,recent,0,MollieGross15,Mon Feb 19 09:10:51 +0000 2018,9.66e+17,8.78e+17,0.0,neu,0.0,41.5355745,-73.898702
853,853,Who taught you how to speak English I m guessing one of the maids at your hotel,0,"[-112.3239143, 33.29026]",Phoenix,recent,0,HeatherS0671,Mon Feb 19 09:10:14 +0000 2018,9.66e+17,29720196.0,0.0,neu,0.0,39.769838,-74.8873855
854,854,But she said God talked her out of it https t co RkQl74EVpR,0,"[-82.8069949, 28.118339]",Tarpon Springs,recent,0,Adria_Dark,Mon Feb 19 09:09:43 +0000 2018,9.66e+17,8.97e+17,0.0,neu,0.0,40.7902778,-73.9597222
855,855,Talkin SH T but you ran to the My folks were captured Yo ancestors seen it as a Come Up,0,"[-118.668404, 33.704538]",Los Angeles,recent,0,IKingArt,Mon Feb 19 09:09:41 +0000 2018,9.66e+17,75094226.0,0.0,neu,0.0,32.7174209,-117.1627714
856,856,When mental health suspicions get verified https t co vMuLPSMCHG,0,"[-122.7900653, 45.421863]",Portland,recent,0,Rest_Mgr_Plus,Mon Feb 19 09:09:38 +0000 2018,9.66e+17,405991996.0,-0.1,neg,0.2,36.7014631,-118.7559974
857,857,How do you expect respect if you disrespect our names Adam Schiff is not little nor a monster Hillary Clinton is not crooked Elizabeth Warren is not Pocahontas Respect is earned Is this how you raised your children https t co HzYlMTGg00,0,"[-74.285836, 40.637241]",Roselle,recent,0,fmarcanojr,Mon Feb 19 09:09:32 +0000 2018,9.66e+17,329185762.0,-0.09375,neg,0.3,35.233375,-106.6644716
858,858,FranklinWright Hey Franny u sweet caring Amer Patriot n God Bless U always My Sister in Christ n Lord TY n Continue to Bess our Pres,0,"[-74.912985, 39.746225]",Atco,recent,2,MarilynLavala,Mon Feb 19 09:09:08 +0000 2018,9.66e+17,7.11e+17,0.35,pos,0.65,38.6920451,-75.4013315
859,859,Satan s plan of exposing America to open gates no borders downfall by elites has been stopped along with abortion and child trafficking the swamp is churning as it is being drained of its liberal progressive filth,0,"[-96.0656278, 35.968624]",Tulsa,recent,0,JamesT32893346,Mon Feb 19 09:08:41 +0000 2018,9.66e+17,8.24e+17,-0.25,neg,0.7,32.701939,-97.1057149358
860,860,pence SHUT UP You re worse than the Orange Turd Better fall on your knees God s waiting,0,"[-112.3239143, 33.29026]",Phoenix,recent,0,HeatherS0671,Mon Feb 19 09:08:28 +0000 2018,9.66e+17,29720196.0,0.05,pos,0.55,36.1556805,-95.9929113
861,861,What changed you from a Democrat to a Republican Had to be just the idea of a black or female president Unless you started tuning into talk radio and FOX news That brain washing could flip a person of lesser intelligence or just a big ego https t co jy2DJwfoyp,0,"[-109.060257, 36.992427]",Colorado,recent,0,Reallydum,Mon Feb 19 09:08:04 +0000 2018,9.66e+17,49842082.0,-0.0416666666667,neg,0.3,38.9639343,-89.0464537
862,862,Supposedly not golfing this weekend out of fear of backlash being so close to school shooting in Florida and is just hunkered down at mar Lago watching tv and tweeting,0,"[-74.402089, 40.630463]",Fanwood,recent,0,Mleegan,Mon Feb 19 09:07:49 +0000 2018,9.66e+17,1676835572.0,0.0,neu,0.0,36.1097964,-93.1348986
863,863,I wouldn t speak to our new president like that https t co BBzyzu709e,0,"[-118.250227, 33.732905]",Long Beach,recent,0,arppro85,Mon Feb 19 09:07:31 +0000 2018,9.66e+17,1043875508.0,0.136363636364,pos,0.454545454545,33.9533546,-117.3961623
864,864,Because birds of a feather flock together,0,"[-79.195342, 34.936245]",Fayetteville,recent,0,teachaged,Mon Feb 19 09:07:22 +0000 2018,9.66e+17,122857049.0,0.0,neu,0.0,35.233375,-106.6644716
865,865,Traitor say what,0,"[-115.384091, 36.129459]",Las Vegas,recent,0,ElizabethJeser1,Mon Feb 19 09:07:08 +0000 2018,9.66e+17,1733249480.0,0.0,neu,0.0,42.30423,-83.029861
866,866,Greetings from the real POTUS https t co hcYbPdsYEy,0,"[-93.709504, 41.501409]",Des Moines,recent,0,SoDSM4Hillary,Mon Feb 19 09:06:55 +0000 2018,9.66e+17,3390254459.0,0.2,pos,0.3,27.9810511,-82.3768619974
867,867,Stop tooting your own horn before you end up eating your own,0,"[-112.3239143, 33.29026]",Phoenix,recent,0,HeatherS0671,Mon Feb 19 09:06:27 +0000 2018,9.66e+17,29720196.0,0.0,neu,0.0,40.4416941,-79.9900861
868,868,You and your stupid tax cuts I have not seen an increase of my money,0,"[-82.322439, 36.423985]",Bluff City,recent,0,yngheart71,Mon Feb 19 09:06:01 +0000 2018,9.66e+17,9.28e+17,-0.8,very neg,1.0,34.3916641,-118.542586
869,869,The fact that u r up at 3am tweeting amp watching a bio on on PRESIDENTS DAY speaks volumes of your insecurities fear of strong women u have baby hands amp hair plugs that didn t take amp you cheated on your wive S wish we had a real president MakeAmericaVoteAgain,0,"[-74.255641, 40.495865]",New York,recent,0,GypsyRN212,Mon Feb 19 09:06:01 +0000 2018,9.66e+17,32702256.0,0.316666666667,pos,0.516666666667,34.054935,-118.244476
870,870,Hello https t co PFDAzSsoXZ,0,"[-93.709504, 41.501409]",Des Moines,recent,0,SoDSM4Hillary,Mon Feb 19 09:05:58 +0000 2018,9.66e+17,3390254459.0,0.0,neu,0.0,39.9184461,-75.2590721
871,871,I would love to see Obama use his emeritus position to solve Chicago blight and violence Maybe Oprah can fund it It would be a great use of their ego power and money,0,"[-117.666227, 33.386645]",San Clemente,recent,0,Newlysane,Mon Feb 19 09:05:56 +0000 2018,9.66e+17,940362348.0,0.65,very pos,0.675,45.709097,-68.8590201
872,872,Someone take his twitter away please WorstPresidentEver https t co pNblugjGrV,0,"[-118.668404, 33.704538]",Los Angeles,recent,0,Mare_Bear_,Mon Feb 19 09:05:43 +0000 2018,9.66e+17,26961857.0,0.0,neu,0.0,37.7274692,-89.216655
873,873,VachelLindsay The only thing that would be exposed about would be all the philanthropy work she has done that is not on the news Unlike who only takes from people Giving is not in his DNA He wants it all smh,0,"[-80.260185, 25.845593]",West Little River,recent,0,CED_PR_KING,Mon Feb 19 09:05:36 +0000 2018,9.66e+17,258954991.0,0.2,pos,0.1,36.7014631,-118.7559974
874,874,They sure are laughing and mostly at you on a daily basis relishing that they disrupted our democracy with a narcissistic guy like you who has no concern for the People I m sure we don t even know the half of it yet And I don t believe you will ever get smart Trump,0,"[-88.019025, 42.24901]",Libertyville,recent,0,vegepicure,Mon Feb 19 09:05:28 +0000 2018,9.66e+17,25997677.0,0.209523809524,pos,0.51746031746,38.6920451,-75.4013315
875,875,Just saying gt https t co RX1z7V78xf,0,"[-97.129669, 32.8785707]",Grapevine,recent,0,richcasa,Mon Feb 19 09:05:20 +0000 2018,9.66e+17,250940553.0,0.0,neu,0.0,33.4270275,-117.6124179
876,876,Well it s a consistent theme that RexTillerson and encounter worldwide No head of state or diplomatic leader at any level DIGNIFIES either one with respect as United States President or Secretary of State so only fitting that they have no true comment https t co 7Y7QNGuX5q,0,"[-118.328804, 33.774937]",Lomita,recent,0,Paul_Rottenberg,Mon Feb 19 09:04:58 +0000 2018,9.66e+17,7.81e+17,0.366666666667,pos,0.466666666667,46.8532736,-92.2801901
877,877,allday My grandchildren could solve a Rubick cube when they were 7 yrs old And your point is,0,"[-75.7887564, 38.4510398]",Delaware,recent,0,patrice_noonan,Mon Feb 19 09:04:10 +0000 2018,9.66e+17,8.55e+17,0.1,pos,0.2,34.054935,-118.244476
878,878,You are such a hateful person The things that come out of your mouth are horrible You say such mean things about everybody else Take a good look in the mirror,0,"[-82.322439, 36.423985]",Bluff City,recent,0,yngheart71,Mon Feb 19 09:03:32 +0000 2018,9.66e+17,9.28e+17,-0.204166666667,neg,0.7625,-12.0621065,-77.0365256
879,879,Good Morning PastPresidentsDay https t co dujrdNqbKo,0,"[-93.709504, 41.501409]",Des Moines,recent,2,SoDSM4Hillary,Mon Feb 19 09:03:13 +0000 2018,9.66e+17,3390254459.0,0.7,very pos,0.6,26.02322025,-80.3412390663
880,880,Hope they pay you in USD not Rubles cuz We ll still be 1 when you re exposed and finally super sanctioned,0,"[-73.984359, 41.474922]",Fishkill,recent,0,royshowgogogo,Mon Feb 19 09:03:03 +0000 2018,9.66e+17,1935096554.0,0.333333333333,pos,0.666666666667,33.4270275,-117.6124179
881,881,FranklinWright Oh no not in my Country,0,"[-74.912985, 39.746225]",Atco,recent,0,MarilynLavala,Mon Feb 19 09:02:52 +0000 2018,9.66e+17,7.11e+17,0.0,neu,0.0,42.30423,-83.029861
882,882,OOPS Headline PRESIDENT TRUMP SHARES POLL THAT SHOWS DEMOCRATS AHEAD BUT CLAIMS GOP IS LEADING https t co SjPx2JWGbS POTUS appeared unsure how to read polling data properly,0,"[-74.026675, 40.683935]",Manhattan,recent,0,IamTheRealJoan,Mon Feb 19 09:02:36 +0000 2018,9.66e+17,209768008.0,0.0,neu,0.1,33.1192875,-97.0255641
883,883,Is she How is that relevant here,0,"[-117.282538, 32.53962]",San Diego,recent,0,ReturnTheMap,Mon Feb 19 09:02:28 +0000 2018,9.66e+17,2275175018.0,0.4,pos,0.9,44.686443,8.150239
884,884,obama is the 1 buyin bots,0,"[-124.482003, 32.528832]",California,recent,0,jeff11069676,Mon Feb 19 09:02:19 +0000 2018,9.66e+17,9.45e+17,0.0,neu,0.0,35.233375,-106.6644716
885,885,They are laughing at you puppet boy,0,"[-106.7576226, 35.217658]",Rio Rancho,recent,0,Robert123465,Mon Feb 19 09:02:17 +0000 2018,9.66e+17,401048188.0,0.0,neu,0.0,34.054935,-118.244476
886,886,allday Doesn t matter whether he gets impeached Majority of Americans know Trump cheated and is an illegitimate president now,0,"[-75.7887564, 38.4510398]",Delaware,recent,0,patrice_noonan,Mon Feb 19 09:02:11 +0000 2018,9.66e+17,8.55e+17,0.0,neu,0.0,33.8358492,-118.3406288
887,887,And are you pauing snt taxes or just collecting welfare,0,"[-77.172219, 38.827378]",Arlington,recent,0,ScottWi52300320,Mon Feb 19 09:01:52 +0000 2018,9.66e+17,9.22e+17,0.0,neu,0.0,40.7902778,-73.9597222
888,888,I think Russians are lighting up twitter tonite sure lots of trump haters out there can always tell no flags or god bless America,0,"[-96.0656278, 35.968624]",Tulsa,recent,0,JamesT32893346,Mon Feb 19 09:01:45 +0000 2018,9.66e+17,8.24e+17,0.5,very pos,0.888888888889,32.9715645,-89.7348497
889,889,Good grief how can you even say that There s so much evidence all over the place that you guys were in cahoots with Russia,0,"[-82.322439, 36.423985]",Bluff City,recent,0,yngheart71,Mon Feb 19 09:01:45 +0000 2018,9.66e+17,9.28e+17,0.0333333333333,pos,0.333333333333,36.1556805,-95.9929113
890,890,Traitorous asshole,0,"[-122.39307792, 37.75613103]",Dogpatch,recent,0,regsf,Mon Feb 19 09:01:32 +0000 2018,9.66e+17,17206646.0,0.0,neu,0.0,26.02322025,-80.3412390663
891,891,Did our president have a stroke https t co tkAjGaN3S5,0,"[-117.523867, 33.85216]",Riverside,recent,0,cmcmahan29,Mon Feb 19 09:01:30 +0000 2018,9.66e+17,290830337.0,0.0,neu,0.0,42.472626,-122.802818
892,892,Take an honest poll don You are a big looser amongst the American people and a total joke to the world How do you manage to get caught in lies every single day,0,"[-106.7576226, 35.217658]",Rio Rancho,recent,0,Robert123465,Mon Feb 19 09:01:22 +0000 2018,9.66e+17,401048188.0,0.105714285714,pos,0.392857142857,-12.0621065,-77.0365256
893,893,You re Unhinged Calling Dr Freud,0,"[-72.7429424, 41.801399]",Windsor,recent,0,sandydefran,Mon Feb 19 09:01:18 +0000 2018,9.66e+17,26963432.0,0.0,neu,0.0,42.30423,-83.029861
894,894,My great friends Ricky Bobby wouldn t even support you https t co ZxopFcnbHQ,0,"[-82.410125, 27.9650193]",East Lake-Orient Park,recent,0,JasonMcc77,Mon Feb 19 09:01:03 +0000 2018,9.66e+17,28564374.0,0.8,very pos,0.75,39.9622601,-83.0007065
895,895,Parents are crying today because of senseless tragedy and Oprah Winfrey is all you got Come on man,0,"[-80.095586, 40.3615796]",Pittsburgh,recent,0,avaCharles14,Mon Feb 19 09:00:59 +0000 2018,9.66e+17,7.88e+17,-0.2,neg,0.6,37.7274692,-89.216655
896,896,100 correct Love our president Straight talk face the reality n smart about it,0,"[-118.6278742, 34.3474831]",Santa Clarita,recent,0,choppedliver13,Mon Feb 19 09:00:52 +0000 2018,9.66e+17,8.13e+17,0.304761904762,pos,0.547619047619,37.7274692,-89.216655
897,897,Oh no he didn t https t co gl6x0X8GNo,0,"[-118.668404, 33.704538]",Los Angeles,recent,0,randall_WFG,Mon Feb 19 09:00:45 +0000 2018,9.66e+17,7.17e+17,0.0,neu,0.0,27.8002542,-97.3955744
898,898,Mueller s about to fry you amp Oprah is who you worry about https t co XDpETfKYd1,0,"[-75.275294, 39.912157]",Darby,recent,0,jayamccalla1,Mon Feb 19 09:00:21 +0000 2018,9.66e+17,2859460720.0,0.0,neu,0.0,47.6038321,-122.3300624
899,899,didn t attend any of the parkland shooting victims funerals because his very presence is disruptive to the human condition but he attended a disco party at Mar a Lago amp Tweeted about Oprah,0,"[-71.084335, 42.917127]",Maine,recent,0,julianawriter,Mon Feb 19 09:00:14 +0000 2018,9.66e+17,238962219.0,0.0,neu,0.1,28.5423999,-81.3794368
900,900,Is it not absolutely clear yet that Trump works for Putin My God what more evidence do we need to show Trump is under the control of Putin A chimpanzee could figure that out,0,"[-89.294485, 37.670875]",Carbondale,recent,0,RichardSitler,Mon Feb 19 09:00:14 +0000 2018,9.66e+17,2978437223.0,0.1,pos,0.383333333333,42.30423,-83.029861
901,901,Seems the only answer is to get Sessions to get this woman arrested and charged We are weary and Hillary knows she s been protected by DOJ Drain swamp President Trump https t co tos1lBJp7Q,0,"[-124.482003, 32.528832]",California,recent,0,terracotta05,Mon Feb 19 09:00:08 +0000 2018,9.66e+17,1285069740.0,0.0,neu,0.0,33.1192875,-97.0255641
902,902,What is the matter with you Afraid of Oprah now too Do you realize what joke you are You are a jealous little baby everyday of your life Nobody likes anyone who has to tear others down to feel better about themselves America is rightfully laughing at you,0,"[-75.7887564, 38.4510398]",Delaware,recent,0,patrice_noonan,Mon Feb 19 09:00:06 +0000 2018,9.66e+17,8.55e+17,-0.121875,neg,0.625,45.2109843,-123.1975851
903,903,Lol Can you imagine if they both used their powers for good Lol We could create an entire new Universe,0,"[-117.666227, 33.386645]",San Clemente,recent,0,Newlysane,Mon Feb 19 08:59:59 +0000 2018,9.66e+17,940362348.0,0.487272727273,pos,0.615909090909,-12.0621065,-77.0365256
904,904,Try as they may they will never get my Guns ever For any reason https t co ZnPMImPyQG,0,"[-95.71547, 29.64897]",Four Corners,recent,0,GGRANOAH,Mon Feb 19 08:59:52 +0000 2018,9.66e+17,7.38e+17,0.0,neu,0.0,34.054935,-118.244476
905,905,God you re embarrassing,0,"[-118.668404, 33.704538]",Los Angeles,recent,0,WhitneyBonrud,Mon Feb 19 08:59:36 +0000 2018,9.66e+17,110895265.0,0.0,neu,0.0,40.7306458,-73.9866136
906,906,lewlew How did that work out for you before President Donald Trump https t co 5UIHFNY6md,0,"[-84.215102, 40.687562]",Lima,recent,0,AmsoilWolfes,Mon Feb 19 08:58:47 +0000 2018,9.66e+17,9.5e+17,0.0,neu,0.0,33.6874388,-80.4363743
907,907,That will not erased the legacy that you will leave to your sons daughters and Grand kids Stop acting like a kid just saying,0,"[-80.442683, 25.992486]",Pembroke Pines,recent,0,LuisMerea2,Mon Feb 19 08:58:35 +0000 2018,9.66e+17,9.28e+17,0.25,pos,0.5,45.709097,-68.8590201
908,908,Hmmmm both of you like Drama With as much power as you both have you could solve the entire universe Ego aside whatever if you both worked together to solve Chicago blight and violence We vas mash it up and you can run on the same ticket,0,"[-117.666227, 33.386645]",San Clemente,recent,0,Newlysane,Mon Feb 19 08:58:20 +0000 2018,9.66e+17,940362348.0,0.1,pos,0.4125,33.912594,-118.383179
909,909,Prayers back in school That will stop a crazy person with a semiautomatic you re a horrible human being You need to Resign,0,"[-72.7429424, 41.801399]",Windsor,recent,0,sandydefran,Mon Feb 19 08:58:19 +0000 2018,9.66e+17,26963432.0,-0.4,neg,0.5,41.5051613,-81.6934446
910,910,That s what s most disturbing about Paris He knows what they want him to know and he s okay with that Full speed ahead without regard for the truth or the consequences Benedict Arnold for sure,0,"[-97.039685, 33.109311]",Lake Dallas,recent,0,BrianBogan5,Mon Feb 19 08:58:15 +0000 2018,9.66e+17,9.5e+17,0.2125,pos,0.684722222222,33.3967829,-84.5957629
911,911,Hey everyone look our president is like a 2 year old Actually wait my 2 year old nephew is more grown up than our president Moral of story our president is a little baby,0,"[-82.32727, 27.972843]",Mango,recent,0,JasonMcc77,Mon Feb 19 08:57:46 +0000 2018,9.66e+17,28564374.0,0.0025,pos,0.25,25.8575963,-80.2781057
912,912,YOU POOR FOOL You are the only one being exposed day by day Getting pretty scary don isn t it You can t sleep and your over eating Maybe one of your stooges at Fox News will take you in after Melania gives you the boot,0,"[-106.7576226, 35.217658]",Rio Rancho,recent,0,Robert123465,Mon Feb 19 08:57:44 +0000 2018,9.66e+17,401048188.0,-0.216666666667,neg,0.866666666667,42.30423,-83.029861
913,913,Wow this is despicable and desperate,0,"[-118.668404, 33.704538]",Los Angeles,recent,0,eduardorenta,Mon Feb 19 08:56:57 +0000 2018,9.66e+17,24549179.0,-0.25,neg,1.0,33.4144139,-111.9094474
914,914,Looked up DESPERATION on Two examples cited a Russian Curler DOPING at the Olympics b tweeting 25 times this weekend https t co J9E0CwHLCq,0,"[-118.3940862, 33.7804411]",Torrance,recent,0,Paul_Rottenberg,Mon Feb 19 08:56:51 +0000 2018,9.66e+17,7.81e+17,0.0,neu,0.0,40.8456549,-74.6948843
915,915,Rep Gallego to Trump You are such a psychopath https t co fpAmr5XhDx via He should have called a punk ass bitch,0,"[-74.026675, 40.683935]",Manhattan,recent,0,tyronescott32,Mon Feb 19 08:56:45 +0000 2018,9.66e+17,135769913.0,0.0,neu,0.0,42.472626,-122.802818
916,916,Past your bedtime Old Man,0,"[-91.655009, 30.146096]",Mississippi,recent,0,shar76,Mon Feb 19 08:56:28 +0000 2018,9.66e+17,15983306.0,-0.075,neg,0.225,40.9699889,-77.7278831
917,917,Donald j trump is washing away the filth of the democrat and republican swamp the pjohn lodestar red shoes pizzagate worldwide ring and the snakes at cnn are churning for they know their time has run out the vail of Satan s lies and deceit has been ripped,0,"[-96.0656278, 35.968624]",Tulsa,recent,0,JamesT32893346,Mon Feb 19 08:56:16 +0000 2018,9.66e+17,8.24e+17,-0.25,neg,0.45,38.5815719,-121.4943996
918,918,Mr President I think your big problem is Sir and a Hubble advice is to stop tweeting Things that don t make sense specially from a 70 year old man you are really acting like a bully with people you were great friends years ago What is it money and power,0,"[-80.442683, 25.992486]",Pembroke Pines,recent,0,LuisMerea2,Mon Feb 19 08:56:00 +0000 2018,9.66e+17,9.28e+17,0.251428571429,pos,0.324285714286,32.7762719,-96.7968559
919,919,allday Hillary couldnt even win the debate without rigging https t co zs7sTjxba9 And still lost,0,"[-122.83262, 42.4509628]",Eagle Point,recent,0,DarylMcGoldrick,Mon Feb 19 08:55:57 +0000 2018,9.66e+17,1292465791.0,0.8,very pos,0.4,32.701939,-97.1057149358
920,920,And you are an idiot,0,"[-84.215102, 40.687562]",Lima,recent,0,AmsoilWolfes,Mon Feb 19 08:55:43 +0000 2018,9.66e+17,9.5e+17,-0.8,very neg,0.8,43.9792797,-120.737257
921,921,You are a failure as President a failure as a husband a failure as a human being You re less than pond scum You need to Resign,0,"[-72.7429424, 41.801399]",Windsor,recent,0,sandydefran,Mon Feb 19 08:55:36 +0000 2018,9.66e+17,26963432.0,-0.236111111111,neg,0.244444444444,33.2588817,-86.8295337
922,922,No You insulted muslims hispanics imigrants and declared Jerusalem the capital of isreal all of which effect me directly But I draw the line at insulting Oprah https t co wBocuX3P70,0,"[-83.200169, 39.832013]",Columbus,recent,0,MalekMustafa8,Mon Feb 19 08:55:26 +0000 2018,9.66e+17,3637670361.0,-0.45,neg,0.7,47.6038321,-122.3300624
923,923,He does not have the ability to act like anything but an arrogant asshole No disrespect Gov Whitman but your party made a huge mistake backing this despicable man,0,"[-89.294485, 37.670875]",Carbondale,recent,0,RichardSitler,Mon Feb 19 08:55:08 +0000 2018,9.66e+17,2978437223.0,0.4,pos,0.9,33.912594,-118.383179
924,924,Triumphs How many of Trump s followers Russian bots,0,"[-89.294485, 37.670875]",Carbondale,recent,0,RichardSitler,Mon Feb 19 08:55:03 +0000 2018,9.66e+17,2978437223.0,0.25,pos,0.25,42.5834228,-71.8022956
925,925,Mira I we hate dat guy https t co CPi5Nv2dS1,0,"[-97.662618, 27.578509]",Corpus Christi,recent,0,iris_gonzales,Mon Feb 19 08:54:18 +0000 2018,9.66e+17,8.47e+17,-0.8,very neg,0.9,42.30423,-83.029861
926,926,Trump is insecure because Oprah is a verified billionaire and Donald is just an alleged one because he won t show us his taxes amp he has tons of public bankruptcies https t co UDZxQrdmL2,0,"[-122.436232, 47.4953154]",Seattle,recent,3,Patrickesque,Mon Feb 19 08:53:46 +0000 2018,9.66e+17,3309139560.0,-0.2,neg,0.347222222222,45.709097,-68.8590201
927,927,This dude watches TV 24 7 looking for people to say nice things about him this is pathetic amp Trump a Fact can t be incorrect if it is it s not a Fact https t co Wcg42fGYKU,0,"[-81.507905, 28.3882177]",Orlando,recent,0,arthuromeo,Mon Feb 19 08:53:39 +0000 2018,9.66e+17,132553024.0,-0.2,neg,1.0,34.054935,-118.244476
928,928,You are unhinged you have no soul Shame on you Resign,0,"[-72.7429424, 41.801399]",Windsor,recent,0,sandydefran,Mon Feb 19 08:53:33 +0000 2018,9.66e+17,26963432.0,0.0,neu,0.0,41.8755546,-87.6244212
929,929,Your in trouble now Paris Spanky is not happy about this interview according to his Tweet Lucy ju hav some splaining to du Before you tweet you should get permission from Spanky on Content,0,"[-97.039685, 33.109311]",Lake Dallas,recent,0,BrianBogan5,Mon Feb 19 08:53:32 +0000 2018,9.66e+17,9.5e+17,0.3,pos,0.6,40.7902778,-73.9597222
930,930,Terry pharris It say In THIS indictment Get it THIS indictment Not the one before Not the next one coming down the pike THIS indictment It s legal language So people can see what they want to see Donald Trump and his followers and not realized there is more to come,0,"[-85.840585, 35.631688]",McMinnville,recent,0,PeggySThompson3,Mon Feb 19 08:53:15 +0000 2018,9.66e+17,8.22e+17,0.1,pos,0.1,42.30423,-83.029861
931,931,Another snow flake With winter coming to an end does that mean you all are going to melt and go awaw,0,"[-84.215102, 40.687562]",Lima,recent,0,AmsoilWolfes,Mon Feb 19 08:52:57 +0000 2018,9.66e+17,9.5e+17,-0.3125,neg,0.6875,33.1192875,-97.0255641
932,932,You re simply a disgraceful dishonest disaster DDD,0,"[-118.668404, 33.704538]",Los Angeles,recent,0,eduardorenta,Mon Feb 19 08:52:54 +0000 2018,9.66e+17,24549179.0,-0.15,neg,0.428571428571,46.7729322,-92.1251218
933,933,Shut up amp crawl back under your rock maybe you d open your eyes to your boys lies hypocrisy misogyny amp racist life trumpzombie,0,"[-74.255641, 40.495865]",New York,recent,0,GypsyRN212,Mon Feb 19 08:52:32 +0000 2018,9.66e+17,32702256.0,0.0,neu,0.25,37.5726028,-85.1551411
934,934,Stfu bitch amp worry about these kids getting knocked off outchea https t co PIrbykNn6W,0,"[-83.353955, 32.04683]",South Carolina,recent,0,KRTHAJUUG,Mon Feb 19 08:52:25 +0000 2018,9.66e+17,8.66e+17,0.0,neu,0.0,33.7288179,-116.3825711
935,935,is crazy I suspect he was livid at the lukewarm RexTillerson interview so he projected his anger at Oprah,0,"[-71.084335, 42.917127]",Maine,recent,0,julianawriter,Mon Feb 19 08:52:23 +0000 2018,9.66e+17,238962219.0,-0.65,very neg,0.55,43.9792797,-120.737257
936,936,Insecurity should be your middle name,0,"[-118.429843, 33.901804]",El Segundo,recent,0,KathyDragone,Mon Feb 19 08:52:20 +0000 2018,9.66e+17,2326501909.0,0.0,neu,0.0,41.5051613,-81.6934446
937,937,Lmfao and you watched the whole thing just so you can tweet right Please go change your diaper sir https t co aOOSP9gzwA,0,"[-81.877771, 41.392684]",Cleveland,recent,0,INDIMedia_,Mon Feb 19 08:52:17 +0000 2018,9.66e+17,157071545.0,0.242857142857,pos,0.467857142857,33.2588817,-86.8295337
938,938,Maybe you should focus on Mueller you re still in hot water stable genius,0,"[-84.6261667, 33.335655]",Peachtree City,recent,0,rojovisual,Mon Feb 19 08:51:50 +0000 2018,9.66e+17,44484060.0,0.25,pos,0.85,36.1556805,-95.9929113
939,939,I can t fucking stand I want to see him get knocked the fuck out,0,"[-80.3563536, 25.806057]",Hialeah,recent,0,YooooitsChris,Mon Feb 19 08:51:31 +0000 2018,9.66e+17,516125004.0,-0.5,very neg,0.7,44.5645659,-123.2620435
940,940,He s a disgrace and a Loser,0,"[-72.7429424, 41.801399]",Windsor,recent,1,sandydefran,Mon Feb 19 08:51:18 +0000 2018,9.66e+17,26963432.0,0.0,neu,0.0,34.054935,-118.244476
941,941,To all true amp patriotic POTUS except for the treasonous and completely disatorous https t co fEcBipgNSK,0,"[-111.979047, 33.3199453]",Tempe,recent,0,gregorymills62,Mon Feb 19 08:51:07 +0000 2018,9.66e+17,3381986812.0,0.225,pos,0.525,33.1192875,-97.0255641
942,942,now that was dumb,0,"[-72.6493623, 40.87032]",Flanders,recent,0,Carlake55922758,Mon Feb 19 08:50:29 +0000 2018,9.66e+17,8.33e+17,-0.375,neg,0.5,44.7716333,-89.787902
943,943,allday I m sure Bill Clinton does lol,0,"[-122.83262, 42.4509628]",Eagle Point,recent,0,DarylMcGoldrick,Mon Feb 19 08:50:24 +0000 2018,9.66e+17,1292465791.0,0.65,very pos,0.794444444444,41.2334275,-73.9226383
944,944,I feel proactive It was a difficult decision for me to stay friends with a person that voted for because she had no cause not to vote for you She now realizes what a buffoon you really are and is ashamed I further informed her on your behalf theresistance,0,"[-80.519851, 39.719801]",Pennsylvania,recent,0,Impeach_DJT_NOW,Mon Feb 19 08:50:22 +0000 2018,9.66e+17,849195182.0,-0.15,neg,0.6,39.7683331,-86.1583502
945,945,So what That means they recruited you instead of you recruiting them The only group you ve consistently supported are the Russians Collusion amp Corruption,0,"[-121.576613, 38.43792]",Sacramento,recent,0,ScottWi20724541,Mon Feb 19 08:49:59 +0000 2018,9.66e+17,497590080.0,0.25,pos,0.25,45.2109843,-123.1975851
946,946,This clown actually thinks he pulled off the election without interference Demented,0,"[-96.977527, 32.620678]",Dallas,recent,0,3bailey8,Mon Feb 19 08:49:52 +0000 2018,9.66e+17,180910851.0,0.0,neu,0.1,45.709097,-68.8590201
947,947,store com OMA Moran Peter Ever have one of those days when you were like DAMN Y ALL God Dude don t even go there,0,"[-77.172219, 38.827378]",Arlington,recent,0,2016MikeWebbVA8,Mon Feb 19 08:49:43 +0000 2018,9.66e+17,4715692053.0,0.0,neu,0.0,41.1175966,-73.4078968
948,948,Make America a loser,0,"[-124.703541, 41.991795]",Oregon,recent,0,CamilleHarper11,Mon Feb 19 08:49:41 +0000 2018,9.66e+17,9.27e+17,0.0,neu,0.0,-41.2887639,174.7772239
949,949,I doubt this is even right or you ve had a lot of liberals voting,0,"[-88.473228, 30.144425]",Alabama,recent,0,Dav4Davis,Mon Feb 19 08:49:36 +0000 2018,9.66e+17,8.21e+17,0.285714285714,pos,0.535714285714,44.5645659,-123.2620435
